pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
9729	S1S2_inter	A racer is leaning on a racing motorcycle	S2_null	The motorcycle racer is riding a red and black bike	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	number 75 motorcycle racer rides his red and black bike	a man is leaning on a racing motorcycle	FLICKR	FLICKR	TEST
9730	S1S3_inter	The motorcycle racer is riding a red and black bike	S1_null	A woman is leaning on a racing motorcycle	S3_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	number 75 motorcycle racer rides his red and black bike	a man is leaning on a racing motorcycle	FLICKR	FLICKR	TRAIN
9731	S1S1_inter	The motorcycle racer is riding a red and black bike	S1_null	A man is leaning on a racing motorcycle	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a man is leaning on a racing motorcycle	number 75 motorcycle racer rides his red and black bike	FLICKR	FLICKR	TRAIN
9732	S1S2_intra	A woman is firing at target practice	S2_lex	A woman is shooting at target practice	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a woman shoots at target practice	a woman shoots at target practice	FLICKR	FLICKR	TEST
9733	S1S3_intra	A woman is shooting at target practice	S1_null	A man is shooting at target practice	S3_so	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a woman shoots at target practice	a woman shoots at target practice	FLICKR	FLICKR	TRAIN
9734	S1S2_intra	A woman is wearing ear protection and is firing a gun at an indoor shooting range	S1_null	The woman is wearing ear protection and is firing a gun at an indoor shooting range	S2_det	4.9	ENTAILMENT	A_entails_B	B_entails_A	a woman wearing ear protection is firing a gun at an indoor shooting range	a woman wearing ear protection is firing a gun at an indoor shooting range	FLICKR	FLICKR	TEST
9735	S1S3_intra	A woman is wearing ear protection and is firing a gun at an outdoor shooting range	S3_so	A woman is wearing ear protection and is firing a gun at an indoor shooting range	S1_null	3.6	NEUTRAL	A_contradicts_B	B_neutral_A	a woman wearing ear protection is firing a gun at an indoor shooting range	a woman wearing ear protection is firing a gun at an indoor shooting range	FLICKR	FLICKR	TEST
9736	S1S2_inter	The woman is wearing ear protection and is firing a gun at an indoor shooting range	S2_null	A woman is shooting at target practice	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a woman shoots at target practice	a woman wearing ear protection is firing a gun at an indoor shooting range	FLICKR	FLICKR	TRAIN
9737	S1S3_inter	A woman is wearing ear protection and is firing a gun at an outdoor shooting range	S3_null	A woman is shooting at target practice	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a woman shoots at target practice	a woman wearing ear protection is firing a gun at an indoor shooting range	FLICKR	FLICKR	TEST
9738	S1S2_inter	A woman is wearing ear protection and is firing a gun at an indoor shooting range	S1_null	A woman is firing at target practice	S2_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a woman wearing ear protection is firing a gun at an indoor shooting range	a woman shoots at target practice	FLICKR	FLICKR	TRAIN
9739	S1S3_inter	A man is shooting at target practice	S3_null	A woman is wearing ear protection and is firing a gun at an indoor shooting range	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman wearing ear protection is firing a gun at an indoor shooting range	a woman shoots at target practice	FLICKR	FLICKR	TEST
9740	S1S1_inter	A woman is wearing ear protection and is firing a gun at an indoor shooting range	S1_null	A woman is shooting at target practice	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a woman shoots at target practice	a woman wearing ear protection is firing a gun at an indoor shooting range	FLICKR	FLICKR	TEST
9741	S1S2_intra	Two young boys are looking up at the camera and one is sticking out his tongue	S1_null	Two kids are looking up at the camera and one is sticking out his tongue	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	two young boys look up at the camera as one sticks out his tongue	two young boys look up at the camera as one sticks out his tongue	FLICKR	FLICKR	TEST
9742	S1S3_intra	Two young girl are looking up at the camera and one is sticking out his tongue	S3_so	Two young boys are looking up at the camera and one is sticking out his tongue	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	two young boys look up at the camera as one sticks out his tongue	two young boys look up at the camera as one sticks out his tongue	FLICKR	FLICKR	TEST
9743	S1S2_intra	The little boy is sticking his tongue out for the camera and another boy is looking on	S2_det	A little boy is sticking his tongue out for the camera and another boy is looking on	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a little boy sticks his tongue out for the camera. another boy looks on	a little boy sticks his tongue out for the camera. another boy looks on	FLICKR	FLICKR	TEST
9744	S1S3_intra	A little boy is sticking his tongue out for the camera and another boy is looking on	S1_null	A little boy is sticking his tongue out for the camera and another boy is not looking	S3_inv	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a little boy sticks his tongue out for the camera. another boy looks on	a little boy sticks his tongue out for the camera. another boy looks on	FLICKR	FLICKR	TRAIN
9745	S1S2_inter	Two young boys are looking up at the camera and one is sticking out his tongue	S1_null	The little boy is sticking his tongue out for the camera and another boy is looking on	S2_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	two young boys look up at the camera as one sticks out his tongue	a little boy sticks his tongue out for the camera. another boy looks on	FLICKR	FLICKR	TRIAL
9746	S1S3_inter	Two young boys are looking up at the camera and one is sticking out his tongue	S1_null	A little boy is sticking his tongue out for the camera and another boy is not looking	S3_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	two young boys look up at the camera as one sticks out his tongue	a little boy sticks his tongue out for the camera. another boy looks on	FLICKR	FLICKR	TRAIN
9747	S1S2_inter	A little boy is sticking his tongue out for the camera and another boy is looking on	S1_null	Two kids are looking up at the camera and one is sticking out his tongue	S2_null	4.4	ENTAILMENT	A_entails_B	B_entails_A	a little boy sticks his tongue out for the camera. another boy looks on	two young boys look up at the camera as one sticks out his tongue	FLICKR	FLICKR	TRIAL
9748	S1S3_inter	Two young girl are looking up at the camera and one is sticking out his tongue	S3_null	A little boy is sticking his tongue out for the camera and another boy is looking on	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a little boy sticks his tongue out for the camera. another boy looks on	two young boys look up at the camera as one sticks out his tongue	FLICKR	FLICKR	TRAIN
9749	S1S1_inter	A little boy is sticking his tongue out for the camera and another boy is looking on	S1_null	Two young boys are looking up at the camera and one is sticking out his tongue	S1_null	3.9	ENTAILMENT	A_entails_B	B_entails_A	two young boys look up at the camera as one sticks out his tongue	a little boy sticks his tongue out for the camera. another boy looks on	FLICKR	FLICKR	TRAIN
9750	S1S2_intra	The large dog is walking outside and is carrying a colorful toy in its mouth	S1_null	The large dog is walking outside and is holding a colorful toy in its mouth	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	the large dog is walking outside, carrying a colorful toy in its mouth	the large dog is walking outside, carrying a colorful toy in its mouth	FLICKR	FLICKR	TEST
9751	S1S3_intra	The small dog is walking outside and is carrying a colorful toy in its mouth	S3_so	The large dog is walking outside and is carrying a colorful toy in its mouth	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	the large dog is walking outside, carrying a colorful toy in its mouth	the large dog is walking outside, carrying a colorful toy in its mouth	FLICKR	FLICKR	TEST
9752	S1S2_intra	A dog is running on concrete and is holding a blue ball	S1_null	A dog is running on concrete and is holding a ball	S2_aa	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a dog runs on concrete holding a blue ball	a dog runs on concrete holding a blue ball	FLICKR	FLICKR	TRAIN
9753	S1S3_intra	A dog is standing on concrete and is holding a blue ball	S3_so	A dog is running on concrete and is holding a blue ball	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a dog runs on concrete holding a blue ball	a dog runs on concrete holding a blue ball	FLICKR	FLICKR	TRAIN
9754	S1S2_inter	A dog is running on concrete and is holding a ball	S2_null	The large dog is walking outside and is carrying a colorful toy in its mouth	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	the large dog is walking outside, carrying a colorful toy in its mouth	a dog runs on concrete holding a blue ball	FLICKR	FLICKR	TEST
9755	S1S3_inter	A dog is standing on concrete and is holding a blue ball	S3_null	The large dog is walking outside and is carrying a colorful toy in its mouth	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	the large dog is walking outside, carrying a colorful toy in its mouth	a dog runs on concrete holding a blue ball	FLICKR	FLICKR	TEST
9756	S1S2_inter	A dog is running on concrete and is holding a blue ball	S1_null	The large dog is walking outside and is holding a colorful toy in its mouth	S2_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a dog runs on concrete holding a blue ball	the large dog is walking outside, carrying a colorful toy in its mouth	FLICKR	FLICKR	TEST
9757	S1S3_inter	The small dog is walking outside and is carrying a colorful toy in its mouth	S3_null	A dog is running on concrete and is holding a blue ball	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a dog runs on concrete holding a blue ball	the large dog is walking outside, carrying a colorful toy in its mouth	FLICKR	FLICKR	TRAIN
9758	S1S1_inter	A dog is running on concrete and is holding a blue ball	S1_null	The large dog is walking outside and is carrying a colorful toy in its mouth	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	the large dog is walking outside, carrying a colorful toy in its mouth	a dog runs on concrete holding a blue ball	FLICKR	FLICKR	TRAIN
9759	unrel	A laughing child is holding a water gun and getting sprayed with water	S1_null	A person in a blue jacket is jumping onto a tall cement wall	S3_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	A laughing child is holding a water gun and getting sprayed with water.	a person in a blue jacket jumps off of a tan cement wall	FLICKR	FLICKR	TRIAL
9760	unrel	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	S1_null	A woman is playing the trumpet	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing the trumpet	a little girl and woman wearing a yellow shirt get splashed by a city fountain	SEMEVAL	FLICKR	TRAIN
9761	unrel	The boy is playing in the mud	S1_null	A little boy is topless and is serious	S3_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	A boy is playing in the mud.	a little boy wearing a yellow tank top is laughing	SEMEVAL	FLICKR	TEST
9762	unrel	There is no person slicing a potato	S3_null	A person is performing tricks on a motorcycle	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a person is performing tricks on a motorcycle	a person is slicing a potato	SEMEVAL	SEMEVAL	TEST
9763	unrel	A person is slicing some mushrooms	S2_null	The elephant is being ridden by the woman	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	A woman is riding an elephant.	a person is cutting mushrooms	SEMEVAL	SEMEVAL	TRIAL
9764	unrel	A boy is walking across a bridge	S1_null	A person is stirring vegetables in a bowl	S2_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a boy is walking across a bridge	a person is stirring vegetables in a pot	SEMEVAL	SEMEVAL	TRAIN
9765	unrel	There is no blond child holding a yellow bottle	S3_null	Someone is playing the guitar	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	someone is playing guitar	blond child with dirty face holding yellow bottle with red cap, plants in background	SEMEVAL	FLICKR	TRAIN
9766	unrel	A man is climbing a rope	S1_null	There is no man holding a mask in his raised hand	S3_null	1.2	NEUTRAL	A_neutral_B	B_neutral_A	man with mask on raises hand	a man is climbing a rope	FLICKR	SEMEVAL	TRAIN
9767	unrel	A woman is bowling two eggs to a break dancer 	S4_null	A baby is playing with a doll	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	A woman beats two eggs in a bowl.	a baby is playing with a doll	SEMEVAL	SEMEVAL	TEST
9768	unrel	An instrument is being played by a woman in a red dress	S2_null	A man is climbing up a rope	S1_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a man climbs up a rope	a woman in a red dress playing an instrument	SEMEVAL	FLICKR	TEST
9769	unrel	A tiger cub is roaring	S2_null	Two dogs are playing outside	S1_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a tiger cub is making a sound	a collie and a springer spaniel playing outside	SEMEVAL	FLICKR	TRAIN
9770	unrel	A woman is taking two eggs out of a pot of water	S3_null	A man is playing a trumpet	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a woman places two eggs into a pot of water	a man is playing a trumpet	SEMEVAL	SEMEVAL	TRAIN
9771	unrel	Two small children are playing with a toy car in the street	S1_null	A dog is running through a field and is chasing a toy	S2_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	two small children play with a toy riding car in the street with a grown up	a dog runs through a field chasing a ball	FLICKR	FLICKR	TRIAL
9772	unrel	Two dogs are playing outside	S1_null	A dog is running through a field and is chasing a ball	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a dog runs through a field chasing a ball	a collie and a springer spaniel playing outside	FLICKR	FLICKR	TEST
9773	unrel	The panda is not eating bamboo	S3_null	A man on a bicycle is riding on one wheel only	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a pankda is eating bamboo	man on a bicycle riding on only one wheel	SEMEVAL	FLICKR	TRAIN
9774	unrel	Skewers are being placed onto a rack by a woman	S2_null	A dog is jumping high into the air in the country	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a woman is placing skewers onto a rack	a dog jumping high into the air in the country	SEMEVAL	FLICKR	TRAIN
9775	unrel	The sun is shining on the face of the girl who is in a yellow dress	S1_null	A young black child is standing on the edge of a body of water near some buckets	S1_null	2	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a yellow dress with the sun shining on her face	a young black child stands on the edge of a body of water near buckets	FLICKR	FLICKR	TEST
